scenario_provider,scenario,stringency_old,stringency_fixed
IMAGE 3.2,SSP2_SPA2_34I_LI,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP2_SPA2_34I_LIRE,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP2_SPA2_34I_RE,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP2_SPA2_45I_D,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP2_SPA2_45I_LI,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP2_SPA2_45I_LIRE,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP2_SPA2_45I_RE,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP3-baseline,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP4-baseline,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP5-baseline,UNKNOWN,UNKNOWN
MESSAGEix-GLOBIOM_1.0,CO_2Deg2020,UNKNOWN,UNKNOWN
MESSAGEix-GLOBIOM_1.0,CO_2Deg2030,UNKNOWN,UNKNOWN
MESSAGEix-GLOBIOM_1.0,CO_BAU,UNKNOWN,UNKNOWN
MESSAGEix-GLOBIOM_1.0,CO_Bridge,UNKNOWN,UNKNOWN
MESSAGEix-GLOBIOM_1.0,CO_CurPol,UNKNOWN,UNKNOWN
MESSAGEix-GLOBIOM_1.0,CO_GPP,UNKNOWN,UNKNOWN
MESSAGEix-GLOBIOM_1.0,CO_NDC_2050convergence,UNKNOWN,UNKNOWN
MESSAGEix-GLOBIOM_1.0,CO_NDCplus,UNKNOWN,UNKNOWN
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000,UNKNOWN,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV,UNKNOWN,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV_NDCp,UNKNOWN,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_NDCp,UNKNOWN,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,UNKNOWN,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV,UNKNOWN,C4
